security,ARIMA_MSE_cumulative_return_test,ARIMA_MSE_cumulative_return_xval,ARIMA_MSE_price_test,ARIMA_MSE_price_xval,ARIMA_R2_cumulative_return_test,ARIMA_R2_cumulative_return_xval,ARIMA_R2_price_test,ARIMA_R2_price_xval,ARIMA_best_order_0,ARIMA_best_order_1,ARIMA_best_order_2,ARIMA_pred_cumulative_return_test,ARIMA_pred_cumulative_return_xval,cumulative_return_test,cumulative_return_xval
GILD,5.4807397667179174e-05,0.0003896403496037625,2.6723690655984993,4.780416353919471,-0.20721857793084575,-5.60846452119198,-12.0309292410928,-16.996929997992442,0,1,0,-0.004298165429287404,-0.0035664752439874547,-0.007439369252185246,0.021900967435892538
GIS,0.00023326650621908936,0.00041730570221825856,1.802992046157332,1.2056326323675932,-1.811334401214784,-1.3197819266953252,-5.916760128291904,-0.9759005100313347,0,1,0,-0.0022057363634619964,-0.0018340681659316793,0.0037466369981558056,-0.039835232148515476
GLPI,0.0015986622249080783,0.0005599828856899227,10.351103226476054,1.2607759194270496,-60.95341964053299,-14.53333151729641,-323.67174973283386,-28.28062007457216,0,2,1,-0.056705450129186374,-0.02486238162227239,0.011948733317284077,0.018518517982681892
GLW,6.938924419511387e-05,0.0001896091920704116,2.101378344673803,1.7821644008380109,-1.7983176317503804,-1.1636476779803502,-101.45457138803313,-23.96703393514628,0,1,0,-0.0003635143895764914,-0.0003028186430962254,0.0013907858136299467,0.016818464722548443
GM,0.0006750793767611121,0.00028624378866062107,1.2847451071213134,0.6246153053420143,-4.153957965520713,-0.44277376604760255,-7.750484607168163,-1.725037022460378,1,1,0,-0.017553631118461532,-0.013489347903849702,0.01881723416965375,-0.023242158091076437
GNTX,9.223707393369423e-05,0.0001613746442404761,0.03952143409266735,0.09248220060487068,-1.6628513407952723,0.18315429715752063,-1.8638684780575971,-0.09673638487982839,0,1,0,-0.009165045488755408,-0.007568175094611607,-0.008016032465733125,-0.03678606001936113
GOLD,0.0007387305886590453,0.00026005846916038185,10.146562229523022,5.3850154287611645,0.07851770238350553,-2.1412899606156204,-0.7604778156308756,-7.6116116521390165,2,0,2,0.035612880676612946,0.014855557440520695,0.08727445350543173,-0.013577274717419208
GOOGL,0.0007453958179842056,0.0002129947758353764,275.3501104339417,262.1516879841154,-58.852860532403255,0.6247157891711106,-23.57844040532163,0.41534887183536173,0,2,1,0.05674976010032484,0.036596777649585466,0.007844380732634937,0.05428423398398552
GPC,0.002963513889360284,0.0020349209369020698,200.39568266861343,27.391434375271515,-194.96006327480458,-29.662947402160665,-1562.5329664124936,-46.4253928903685,0,2,1,0.0990339799344071,0.058783831935866004,-0.002281121057595481,-0.013077510847062879
GPN,0.003851883414411159,7.865005955265316e-05,14.807474196843685,0.17057948210534202,-4.213903073342437,-10.748364505041936,-2.0473975712796486,-2.791309930955152,0,1,0,0.010677448011018331,0.008993905380595413,0.08816278885728202,-0.0031715295253160747
GPS,0.0009998454681570906,0.0011892442186637257,0.49478785709725637,1.232443529205957,-4.90686212283133,-25.970091226147456,-3.287747546773815,-40.60144359517444,5,1,0,-0.020824998833455455,0.0036826931301001675,-0.013404863523367894,0.0127314814814814
GRMN,0.0007526422847488739,0.00017654686271667398,3.625581397114991,0.8211351619870789,-3.8252942858023893,-1.6276214395065542,-8.04981369444677,-3.746969942755717,2,0,0,0.0006858126040003576,-0.005598546806356741,0.033149191002367795,0.00985415806645018
GS,1.04691457548112e-05,1.1196671413457374e-05,32.21831391972741,11.798097798278368,0.5242164909926932,0.3442558738003978,-27.588638030178235,-12.453108691260718,0,1,0,-0.009222202195392937,-0.007614941996796132,-0.006849025733277503,-0.006662886496428211
GSK,0.0010405578417210484,0.00013041031585343883,3.797053482876159,0.2824477400873272,-3.4934791215480505,-1.2621226378423986,-8.907881615742443,-1.9149636773572736,3,1,1,-0.012724077172279524,-0.0210219658943136,0.04741874214820063,-0.0014465121502337253
GT,6.958603929094906e-05,6.463680339414843e-05,0.044024168917336126,0.08255477079760658,-7.065798699194609,0.10042090036224727,-3.1231084381305623,0.10153070120035268,0,1,0,-0.005605894792651389,-0.004645536551333707,0.0036953098351335534,-0.013706322178828056
GWW,0.020340621219115822,0.005749090189693319,3135.00468355582,379.7230787670983,-624.0680257306283,-74.60995739765656,-2646.9980917460152,-134.3701592841536,0,2,1,-0.26121836028466416,-0.14228875107871763,-0.015990389305266417,-0.014118716356626981
GXP,0.00045297192857343595,0.00022777634801032938,2.2755985240191756,0.17609957083984498,-6.312755190770306,-1.8168659322420262,-43.107526699750416,-1.4872871094724962,0,1,0,0.008056383255594657,0.006768179772676852,-0.015592549702267866,-0.021628894896924655
H,0.00040526024541790096,0.0001018873423853177,1.3405676957730763,0.6337045802657661,-1.7104330428777703,-0.22465874628571836,-1.8326570986461794,-1.4314820676409434,0,1,0,0.013752517254804086,0.011620238497133561,0.03732675212679548,0.011970662641224372
HAL,0.00249525266436551,0.0002486052622097608,6.653194911738528,0.35131512930093106,-34.73549267458596,-0.3573851010176148,-45.53485077703221,0.13239036904427737,1,2,1,-0.07798308509230323,-0.013148902076953739,0.007955823204419898,-0.03658019991492989
HAS,0.03833673749905074,0.041448238313587904,5941.9340314969795,725.7141645032153,-382.65322649338793,-659.5166434677573,-6056.306036340155,-1132.773400499436,0,2,0,0.35994498621145676,0.32247043417282373,0.023213513863271862,-0.013139111872114917
HBAN,1.1372703829601057e-05,7.369796119930314e-05,0.5999247771067847,0.2831150136276621,0.8292213024268166,-0.638728269547491,-51.17663130676641,-36.02194148418394,0,1,1,-0.021046024077298497,-0.015935449173203553,-0.026636225266362334,-0.006901840490797562
HBI,0.002652197403395512,0.00018910536668251523,1.1799694352658587,0.13122322814241963,-1.1285339018245364,-1.5486985581732697,-1.2057994489079569,-2.667420469289607,2,1,1,0.016337706549786946,0.0011707563216669659,0.07528967544834364,0.004553734269295617
HCA,0.0009996505633885085,9.404109592869906e-05,10.17995338588253,1.3488296311724264,-7.123172746584142,-1.7257460090065053,-11.0514210146784,-4.461115991848422,0,1,0,-0.021783643248157403,-0.017766027160125875,0.029450851646369403,0.0015364259362200539
HCN,0.00014921444327321154,0.0004214406790795007,9.007158037630143,2.0143877029439587,-0.01832275479683121,-4.597222500750052,-11.933379207276237,-4.19461978293863,0,1,0,0.008602444363168926,0.007230907213020332,0.037124427327813736,-0.026420788974258147
HCP,0.00011834800956200226,0.0011852765200231462,8.306014091116209,1.8984214780194604,0.07689817631087104,-18.131395412267167,-70.22273387362291,-29.586198054013124,0,1,2,0.01696150191417134,0.02367506508047268,0.02652516578249342,-0.024344599994799543
HD,0.0027838956943434935,0.0010372662512536076,418.9710809629387,31.732594793700482,-47.375006525150674,-19.05445431993319,-302.0321647243062,-25.198295524332423,2,2,0,0.10684772350881855,0.07133619204316988,0.007741916129032189,0.012546546510792345
HDB,4.0791575887233316e-05,9.522981599082744e-05,0.8077971121113485,0.4853818760613439,0.6258778741902473,-0.8138801287267121,-0.11814049133944371,-0.4281017396298967,0,1,2,0.02030241274661737,0.0005600871905799831,0.029115416975051156,0.011558538547831843
HDS,0.0005052529591603997,0.00010392510177816923,2.0476254975551367,1.174185843869748,-7.567121562592698,-5.754101186669352,-20.830630119447065,-45.75425823029601,0,1,4,-0.00927030250765748,-0.008213513481808876,0.02156471861673226,-0.009653563878536553
HES,0.0014338056177405326,0.0005439766335773886,1.7572311319295455,0.99005153372278,-1.0630817690045555,-0.49914660952839296,-0.15097307445946995,-0.15327943551839995,2,0,1,-0.0020630592928770897,0.011364742599710764,0.059526372082918,-0.033511534406075905
HFC,0.002253021093021956,0.0009866084569998437,1.546429178888363,1.627983465549151,-2.770196059793256,-16.506823519276665,-2.502916688184397,-33.92486581985683,5,0,0,-0.036936124067552645,-0.04189447151514003,0.02060338484179547,-0.014603616133518793
HHC,0.0003550070929414947,0.0003153796065768211,21.42496723669645,10.205701729877322,-0.020124661624484785,-38.19323534762523,-2.963612724031373,-82.87297092052647,5,1,0,0.02951754416239205,0.02196460350348106,0.013399711467537045,0.006668293025386074
HIG,7.276436266517102e-05,0.00016415482073974108,2.639783787395109,0.40485509132804154,-3.0328446586323627,-2.0698587274505047,-59.83593405784971,-2.3206079413618714,0,0,1,3.0142998372895136e-06,0.0014703648047669216,0.010195758356530193,0.021361256544502716
HII,0.0015881090037647,7.717022262938737e-05,57.00661394699464,1.1653193909158808,-4.277284054746102,-0.012746582471000911,-3.686485104813463,0.6360947809116269,4,0,0,0.00828935911980655,-0.015217319349187575,-0.027207166965324547,-0.0211707121951219
HIW,4.119141272020648e-05,0.00025307965214302244,4.274180406998602,0.5376603725599189,-0.5383083940019946,-8.213679924024886,-62.79728503543461,-6.388828179397588,0,1,0,0.01413964423399694,0.011952034400950717,0.006997181127548879,-0.013988750456795263
HLF,0.013718969555752126,1.6893972986351498e-05,53.22726782298908,1.925872654274175,-1.721838999106093,-0.12148508999610708,-1.710363958042064,-31.59300760643017,0,1,0,0.02001975258067712,0.017023942284427385,0.1595642313221477,0.008143030366549064
HLT,0.0002718253128699914,0.0008966871773064246,14.812270210425968,4.83890435227259,-0.7199313611992821,-1.9857994714148752,-24.30905846524288,-3.7244807051723727,0,1,0,-0.0036335216974111573,-0.0030169724769518735,0.022296246996111213,0.050392915153758766
HMC,9.600683157441751e-05,0.00018115095122576272,1.2089556963711245,0.3810615044944752,-0.228854921885554,-25.653731762750457,-17.50172768825097,-65.85215272104344,0,1,0,-0.023651514601103596,-0.019254204277661557,-0.011065006915629283,-0.002417127155287524
HOG,0.000583496591413721,0.00013944019371210498,4.685056912030555,2.7917238110363947,-8.269937987236677,0.10186310287464273,-23.111758579528487,-4.493930122867759,0,1,0,-0.026668830721068515,-0.02164673222375657,-0.0003599711958247598,-0.019227373173000606
HOLX,0.0003799234899648182,6.22279306433361e-05,1.8782988736394575,0.12596609582025187,-0.6911239819019852,0.13016992798343907,-3.1104650052517817,0.1080302999755437,0,1,3,0.017788629767946595,0.02799845052081018,-0.03281594380558506,0.01958134143596668
HON,0.009397175578057746,0.0042027712126895865,1256.9110652299466,132.65437398548866,-1406.6624133716055,-139.99499259733668,-10958.710373965452,-265.19043427057267,0,2,0,0.1712163732147789,0.12599781417269096,0.0063323945652951075,0.01461716130045243
HP,0.0055026459218115885,0.0010815195276907008,18.863945238187743,2.5615474961865417,-44.03869290895283,0.3754881734480394,-43.19008160266646,0.6540717313119351,0,2,1,-0.13211536758241993,-0.06594240172826749,-0.012349855991374503,-0.10200333540301776
HPE,0.004115777673074855,0.0024374577781207953,8.894806007016935,1.4236712316173168,-147.18113360097618,-183.86962735020526,-917.7320155594365,-313.81557396390036,0,1,0,-0.09142130456705655,-0.06980294386358388,0.010176807712908298,0.009719276457883508
HPP,0.0005024019017182402,0.0002760243771310763,5.055511531617228,0.7694280046366732,-4.724987111455727,-5.333664751007,-48.39771692837172,-13.355029546364694,5,1,0,0.008885952487075688,-0.002950134787144676,-0.027818475676809618,-0.010835500427715972
HPQ,6.2952628740549e-05,4.090341884578177e-06,0.03994467686646412,0.0014428452325528042,0.5821559210762292,0.9054888265974426,0.25065511037101684,0.9037389705830376,0,1,0,0.022411594807383306,0.019104490965618393,0.023923499411137916,0.015582965309888896
HRB,0.0012031447285908645,0.00014799965562979658,2.2894958801545227,0.33208803274762383,-0.9980373094483974,0.21002440057502492,-5.176921666470838,-2.0167614290308844,0,1,1,0.010225161346729905,0.008267375955003375,0.06489323115248835,0.022689810231023122
HRL,4.236489128439506e-05,0.0002426721164067916,0.413205283382747,0.06647048237032711,-1.775344121745284,-6.700615532403145,-21.637401914623005,-0.6803203573893577,0,1,1,0.005940144537263992,0.004972114829547625,-0.0054945919320653624,-0.01749926615862263
HRS,5.997566296208945e-05,0.00013252437970082156,6.913452393836659,1.9478200289086518,-0.0035045951883996285,-0.0040857599053634175,-8.691620358967977,-0.1932630188134259,0,1,0,-2.00572225494966e-10,-1.157818285690837e-10,-0.0025629199084667986,-0.015016617345711802
HSBC,0.0010265877831005742,1.678569572323289e-05,5.131830596055353,0.39700262894370414,-4.145116779426852,-1.721010494816554,-13.847978349940844,-36.83963145091178,1,0,0,-7.323958194149771e-05,-0.0026271863805592544,0.046852499924375346,0.00412216274868249
HSIC,0.00010176460396978839,0.0005131803347765609,77.09169566690642,25.203805680905916,-1.327897948875469,-4.928133577188003,-56.13216654819005,-9.048307578169862,0,1,1,-0.0036974915689137466,-0.0030889911329151643,0.004041163366826028,0.030548683876461702
HST,0.0007209863173410101,0.001819568485619797,2.7048979414904375,0.6680756641778925,-6.930423380410886,-1.2196674666176603,-88.82090165550132,-1.2457181448297674,0,1,0,0.017697070503511547,0.01501324919012692,-0.028571481946621957,-0.03202089406933817
HSY,1.7288331794845973e-05,6.585013137283189e-05,1.0846032871958573,0.5677935951765448,-0.33193011723577204,-1.6533389969819021,-6.3340672176455035,-0.9448557329130722,0,1,1,-0.0027206654229505745,-0.00222537023896463,-0.001779979422521616,-0.012907993849419097
HTA,8.664849746090663e-05,0.002057537805342476,8.675320034521418,2.1469367495841265,0.28744278788777666,-1.2436532516502612,-79.12103877749675,-1.2495647242538825,0,1,0,0.011545054238196295,0.009733249503750319,0.020107272117962482,-0.08183500197365157
HTHT,0.0029896698622912873,0.0015048973029281128,60.76529897311201,16.167303125604523,-0.06009590041556012,-2.2395034772911018,-3.20762397473674,-6.670170144220502,0,1,2,0.011395083978455345,0.004939897217644429,0.1303801182330946,0.062054630907740105
HUBB,9.151857259621147e-05,0.00017908433786216512,35.07698329098772,27.90513010668434,-0.3570142985349851,-0.13255277001587307,-39.971404189983005,-11.863188339558922,0,0,1,-1.489602885484942e-10,-0.016773396597599244,0.006390352469874072,-0.03372318877460567
HUM,0.0003332983022005303,0.0001822155068655492,121.77804261057263,37.3552453224812,-2.4355116159440597,-0.15629238987892502,-24.012304535796833,-3.989309835576547,1,1,0,0.012044498329801145,0.009921973718966193,0.029952646550260642,0.035004839955017575
HUN,0.001071949960093435,6.594201399330829e-05,0.8842498366609793,0.5708126084429618,-1.0970620230538861,0.12729714212598198,-1.881904482498772,-10.617625900066379,1,0,0,-0.00044227298041099594,-0.013283765713037132,0.05551024489795919,-0.014117686274509822
IAC,0.0014873495234713878,0.005648722840618913,334.2630257114892,44.57940109362272,-1.3371171723222859,-0.32410224854106384,-55.96818875613005,-0.6161635920034745,0,1,0,0.02239632085015808,0.019091172769326814,0.07613002737336072,0.19686597702445074
IBKR,0.0001331101835987489,0.0004034993178771822,3.6481296607169234,1.15589616631643,0.10168921607158687,-3.2565710542122783,-18.039092959665208,-9.220948834655072,0,1,1,-0.005416113003830714,-0.00436748249074137,-0.026418271034990837,0.030688968422438512
IBM,0.00011142790199538514,0.00010316954224752728,5.318146719955451,3.819731449705831,0.565361271114087,-5.83109947493142,0.15944135783913638,-9.024466607848021,0,1,0,-0.029515428231141616,-0.023891035990296627,-0.0410284214043255,-0.008042856807295995
IBN,0.0028399077008307828,0.0002029948332070037,0.49501335135813623,0.010544760485267929,-5.163898243421351,-6.42630060533094,-12.717709657588868,-4.301834880860932,2,0,0,2.5855826369935997e-05,0.01239453877883423,0.05649717514124286,-0.0058616647127782695
ICE,0.000282013129151034,3.5369257020531295e-05,0.7416275114460164,0.2918169729283412,-0.7016794355474769,-0.06932921632864719,-0.22949728972506223,-1.3733601153058932,1,0,0,-6.072686580393949e-05,-0.004167214500468419,-0.020885164233874876,-0.005740560837451891
IDXX,0.0012771751684532014,0.0006194033572334565,367.4049336911794,21.731454132060495,-27.904376896178025,-4.068102562805827,-322.66777862803707,-5.739507741206163,2,2,0,0.07944923583246011,0.05508575032905316,0.018030939718186367,0.008003466453390784
IEP,0.00018623111325270626,0.003148941060344235,9.477442631192982,9.066610353722075,0.14239939567045434,-3.762153797670737,-16.104926834450854,-4.849381825068775,0,1,0,-0.009375638158896415,-0.007740460009686756,-0.015298935948781511,0.06857834367224891
IEX,0.006318942802105866,0.0021375765444950207,385.1601775913753,25.000836519687024,-353.16892994704955,-66.7176882721846,-1995.2655782979766,-73.50495058048067,0,2,1,0.1388173977835201,0.09397947867034873,0.0025895678316882886,0.011404277091039416
IFF,0.0025342157739420166,0.00010810355746116163,69.33915869368714,1.0424479068750896,-1.7186024776399833,-8.653424474598436,-2.8593487618473827,-3.811760355351307,0,1,0,0.015368187136430622,0.013006712210326565,-0.0574803420373069,-0.006254907074697114
IHG,0.0004512351933681222,0.00046764058232074546,3.209669362030508,2.11106780980491,-1.6756286961980904,-1.2637209519249955,-5.1702181025011065,-2.673193995281612,0,1,0,0.01646915149694328,0.013954105197718114,-0.010049670370667951,0.04462714182225214
