security,ARIMA_MSE_cumulative_return_test,ARIMA_MSE_cumulative_return_xval,ARIMA_MSE_price_test,ARIMA_MSE_price_xval,ARIMA_R2_cumulative_return_test,ARIMA_R2_cumulative_return_xval,ARIMA_R2_price_test,ARIMA_R2_price_xval,ARIMA_best_order_0,ARIMA_best_order_1,ARIMA_best_order_2,ARIMA_pred_cumulative_return_test,ARIMA_pred_cumulative_return_xval,cumulative_return_test,cumulative_return_xval
IR,0.0001739680784590002,0.0007414006573560911,7.408119906740664,12.140974156450985,-3.469205064878116,-2.4778552097380677,-22.972500165649286,-6.7616827004079045,0,1,0,0.017454036938938655,0.014803410153448437,-0.007519618575075548,0.042493565608519024
IRM,3.338473325641396e-05,0.0016131834602850443,5.449495352156327,2.1695046231261723,-0.17191289972684087,-4.136973257562742,-157.96266534653114,-4.174245306182161,0,1,0,0.012341441745006287,0.010413046732079767,0.004900605503044275,-0.03311436690984226
ISRG,0.00436333108011331,0.0009273528570838638,13358.378150093398,866.0574875157494,-359.338555301392,-21.403335813649736,-1542.8095295182302,-29.573936117164713,0,2,1,0.11059613579674243,0.0726682176099902,-0.00047321636751962437,0.021190984734671625
IT,6.391111368074801e-05,1.664041876172852e-05,2.635891475778219,0.11995311808327115,-7.317848191070501,-0.5220064361577286,-25.65812984963232,0.14395970862969554,0,1,2,0.008664910328755493,0.006409063070543564,-0.006875863771582114,0.009893145569235484
ITUB,0.0005489931973779342,0.0002817353977043128,0.050616441914839036,0.06386204171860539,-0.9452465771369147,-0.46958687323460047,-0.1626690670481501,-1.2362244239664903,0,0,0,-1.77989734062578e-10,9.067346873337101e-11,0.012077294685990392,0.03645367338845795
ITW,0.004015810682793718,0.0026311554941437134,611.3871507938585,79.6558444054575,-179.5146195080536,-69.30871876725637,-1443.1492066280148,-108.75582150189663,0,2,1,0.11462956203364483,0.0735617505448325,0.0003624719179950997,-0.014648815691828854
IVZ,0.0001541912747460163,0.0001423128882059071,0.0317768286777226,0.43450184610552717,-9.104883474511901,-0.5186642047205838,-0.9863451621505532,-3.5611878660568257,1,1,0,0.011773849374918433,0.012176063634125489,-0.007072975468249254,0.013677400431088449
IX,7.488667850070791e-06,0.00015893768380591453,0.6302964930470107,1.1090062669314973,-0.4638338837023932,-2.0310848803214343,-19.507684231242617,-2.47985837377662,0,1,0,0.0028957938007938555,0.0024201699171642055,-0.0016772674060826498,-0.00820932540032493
JAZZ,0.0004693974016926239,0.00039316666857801665,16.35456757435812,7.168270032281339,-6.661121043173022,-0.8326828757547791,-9.64118524846411,-0.3925865119972669,1,1,1,0.02193491827100358,0.02033698701201936,-0.020204646413542027,0.031052376929078696
JBHT,0.00027600785458298027,0.0005816559645297329,14.789112216466227,4.8679826814731095,-0.961355672776192,-2.792589849397253,-12.18760645695981,-2.758788036484481,0,0,4,-0.005091684474117675,-0.000594449876494485,-0.03584627654910766,-0.026918436148087088
JBL,4.553146303376194e-05,1.4116313063859389e-05,0.038080516588386945,0.11715275006345038,-1.247419369961901,0.5340104178003182,-1.273952241604558,-3.4867002490694903,0,0,3,-8.23491296787493e-05,-0.0066900731055534735,0.01180475987184404,-0.007812547100239597
JBLU,0.00037896351775807395,0.00035162683562247997,0.12237858432474291,0.3759990276628782,-5.682164138864704,-1.3304819521439226,-3.4992169124120336,-3.9356499107354574,4,1,1,0.0031261162517595142,0.002250918171265548,-0.014611872146118698,-0.01824655176887191
JD,0.00471751089908858,1.1951721531978135e-05,3.708591042195255,0.028532891356124208,-0.7380800874936195,0.6204791450444046,-0.10589809176868581,0.2586758648824371,0,1,2,0.027337819755452575,0.01719888589591867,0.13115208357598362,0.014016075915791681
JEC,7.744863049978966e-05,5.181954385537864e-05,0.21242763164660716,0.30415068146093366,-0.12001556739580543,-0.12719298537173396,-0.0312268901687498,-1.1783750176946026,0,1,0,0.0028566564896892466,0.002387366938757074,-0.0003664528997269212,0.0007258392174589456
JHX,0.0012090591225259204,0.00023800243786133062,0.41147301675147624,0.08238298826789392,-4.4015006191233335,-0.036397541114262744,-5.497649336328874,-0.2987346220392839,0,1,0,0.01815910702594925,0.01541246564782428,-0.03507728894173601,0.03489771149833243
JKHY,0.001886632608212597,0.00045226875105449033,77.52721064710315,6.317749721460932,-77.12000591612998,-66.29222174229712,-336.8298513345987,-99.67155357931823,0,2,1,0.07003961666629666,0.04314504769130245,-0.008514577087159081,0.007554631301499359
JLL,0.0022673754418123704,0.0006428092241645003,55.552497716432256,9.596154903936586,-1.5756338663584843,-0.7355755763061826,-3.8331473870390536,-1.098888657129371,2,1,0,0.009675202495334823,0.009877179581460727,0.021300924749942052,0.039486688592120345
JNJ,1.8424724413027016e-05,2.2564207308253174e-05,3.955441501631736,1.4972625690334826,-1.7075246625214309,-15.757737182772836,-37.21456404623683,-71.98805713701084,0,1,0,-0.007579952185801764,-0.006269107235384208,-0.0010541230673134505,0.0021874503767316256
JNPR,0.00010162444216278092,0.006603157276275067,7.7086872971339755,5.057696483899941,-2.7387178301203683,-3.985272851043229,-307.9012850629055,-3.9479527151710343,0,0,0,-5.466183061741958e-12,-1.7472689961550714e-11,0.00858085836900524,0.11195096789233361
JPM,5.530084744616174e-06,0.0001407096181429458,7.273369234193204,10.02921360822186,-0.16573800334912625,-1.2717658862823984,-201.56588144825926,-19.78637723315535,0,1,2,0.0,0.0,0.0018391264367816351,-0.019941105371830803
JWN,0.0010548744274531553,0.00030713709103906043,2.128619812758361,0.5178667858936068,-0.9523481589364948,-1.3305459068352286,-0.5987887183836296,-0.7675838392501972,4,1,0,0.015535660874684387,0.021718734754740066,-0.06909750340647669,0.031601207567286904
K,0.0009165977283834696,0.0006481510863222844,4.147098723556606,3.9438081465232906,-3.172975107680382,-2.134580538501738,-2.9725448421221867,-2.6436941259925675,0,0,0,-1.2202572285957558e-11,-2.921529684840607e-11,0.025384391488703528,-0.045888031676241336
KAR,0.00564537048830757,0.0031405028622784816,78.64664616750645,8.157976731532788,-109.47998460968434,-33.00388797680383,-841.9573038744529,-44.58393042570893,4,2,1,0.12448296530934799,0.07427899850370712,-0.004446501287151738,-0.02226258518855062
KB,0.001565221957670221,0.0009413160457019793,2.5762033479075717,0.805170435219612,-2.317475123234565,-2.3779508228359263,-1.722975440743482,-0.3834811989597946,0,1,0,-0.0002964066305722879,-0.0002469319649093249,0.05672177437967352,-0.016849036830436814
KEP,0.00024817098047985673,0.00046640262105180854,0.9155560423466106,0.41586956602185365,0.31654590355805445,-8.432941595287613,-5.431510024455055,-20.849688605962044,0,1,0,-0.02559197982728534,-0.020794478140575556,-0.027777728675642877,0.009683893492156148
KEY,0.0002555930606157499,0.0006906365906997496,0.9581841053396574,0.32919408992496396,-0.918185119211177,-9.753605527137216,-19.216547872463217,-13.784176780879962,0,0,3,-0.0014809014165610979,-0.04335747051848804,-0.03287385827816247,-0.0075188502943690505
KEYS,0.00044584814625462423,7.664841706545558e-05,7.058894734138483,2.4107115710560314,-3.6999610814017645,-2.674988939517743,-50.154359035612124,-80.10809227277903,0,0,3,-5.583919726037667e-05,-0.004207782370436952,0.024646120205719102,0.003443735099337708
KHC,8.944301964819046e-06,0.0005983485862658599,11.208681139622106,4.942032128886507,-0.8027160853870179,-3.4897365137553082,-283.30869769148705,-3.3537435939322506,0,1,1,0.003499295076735187,0.002896926408906264,0.0015705631766946837,-0.03564850974484224
KIM,0.00023404948587013369,0.005055668323990394,5.617861575786793,1.4079935376468062,-0.06453440938575561,-9.5146961366641,-62.18279910947226,-5.2129692871544995,2,0,0,-0.01490574830145297,0.044743824356071826,-0.04375937127004614,-0.045601107581810685
KKR,0.0008715684655303907,0.00542950444705137,5.841793609242815,3.0452790117518513,-4.818716924145339,-3.912534042006709,-113.8209703631364,-8.174197307229768,0,1,1,-0.022819813566768432,-0.01798823138593242,0.014107432766824024,0.07146939624567494
KLAC,0.0033398665451947348,0.003727816182909191,320.5463926011316,42.03548033363607,-143.5533669180279,-11.393005570387542,-1416.907785956371,-12.654582127107012,2,2,0,0.11689165921721889,0.07752380099231626,0.013576905853861287,-0.01956540165781795
KMB,0.00019067108948442882,0.0012441161025040183,14.834256293336981,11.966493992158286,-5.871115763269861,-6.047153214229936,-32.26405847258414,-2.8423129283837656,2,0,2,0.001367402576166299,0.00909741897722438,0.010570356012550963,-0.04577630386663056
KMI,0.00016561670460450966,7.974057215764893e-05,0.061616297616635375,0.5507171772544178,-1.3287748543925888,-1.3271998931506808,-1.106604555287376,-36.238821058692906,0,2,2,0.0,0.0,-0.008382642584682354,-0.015649392910818016
KMX,0.0004345284175183137,0.0002127037996808883,0.4595202631091756,1.3361983582864656,-2.3903713925176224,-0.02331236066832254,-0.04694802728789793,-0.8630992534984236,0,1,0,-0.0003910813967142879,-0.00032577372880182587,0.012986995898837783,-0.014640806447367871
KO,2.5284792396328255e-05,6.259882022614891e-06,0.05038572111904844,0.07104868556238901,-0.7821987677662467,0.16636943064717546,-0.8924627049216303,-4.091051207937114,0,1,1,0.007040158348332826,0.0059326290966637,0.008079362880886398,0.006494966214452003
KORS,0.0009739634859591834,0.00023574764006391202,5.061265386619657,1.7957433512343377,-3.689739910804578,-0.5017740370393262,-16.629760868670278,-7.147682475260442,0,1,0,-0.015745562498373555,-0.012917902304403373,0.0,0.011475873726290997
KR,0.0002771559301339576,0.0005139370678709324,1.3788415548027761,0.8031634563507947,0.1812057780375489,-1.0133963598053888,-3.7505842225941617,-2.562069137928457,0,1,1,0.009277516841168731,0.007852575619496704,0.03918527601160493,-0.03418232579084857
KRC,5.4329640347297215e-05,0.0011176492762141348,12.592177421724228,5.417466063678091,-0.5053685104013022,-5.430650641850063,-68.6640111467046,-4.7636594419135365,0,1,0,0.00920233689050387,0.007739838837084623,0.001978338362795151,-0.02665214812820027
KSS,0.000500696804688266,0.0009420168724149219,0.962761849650707,1.3130257131858794,0.1833224757442392,-3.3056532378127255,0.014597557094962577,-2.8699214877612382,2,0,2,-0.03115360259565525,0.03167931742122665,-0.06913822991674501,-0.005586617430507479
KSU,0.00014547831209623928,0.0004370076576611871,2.014211489499854,2.917576088998588,-0.38238902912174244,-1.4299235606408938,-1.380891398940899,-0.986887610991594,0,1,1,0.015231514981224326,0.012781698504957584,0.01282616494195099,-0.00464806325090672
KT,0.00021010080867912275,0.0009160031924312573,0.29007856014083533,0.2901136801962236,-0.4182391745852969,-2.563999528326501,-6.451975325378283,-3.365527919497894,0,1,3,-0.022769017118800527,-0.023392355338918702,-0.03578032299693534,0.022388121890547508
KYO,0.0001119825980817348,0.0014967694804105542,23.022920240168855,10.347817927063984,-12.173872528720432,-2.268879976200033,-791.782912206013,-6.17303143871497,0,1,0,-0.013166555838115213,-0.010829542047744334,-0.0020530196398114153,0.045786566082548275
L,0.00013681467463559716,5.9473959005831234e-05,0.1433313415431134,0.2497376887636492,-1.2144838991814053,-0.7681596722658592,-0.049785440878106435,-2.313005927262201,0,0,2,5.173338653019499e-07,0.0007101139518590482,-0.023399235200988522,-0.006125918884664183
LAMR,8.068402163341456e-05,0.00012631066711715828,2.698171333002871,0.3838131498607595,-0.05566580653878517,-0.5408210843637384,-6.112896405021311,0.12668167556978438,0,1,1,-0.009322695377640966,-0.007698452048657267,-0.010645848572569894,-0.026768628424356344
LAZ,0.00044214233863472846,0.0011066160192740645,2.128876173682013,4.014552567158121,-0.9946095872386236,-4.800207925678082,-4.015238522802638,-9.806460162148023,4,0,0,0.003477770591102214,0.004138456014236569,0.020338277430033802,-0.025594965826483573
LB,0.0017399836843275615,0.000542522705521307,1.989542468908106,0.9251227090181345,-1.7337005255601863,-1.6184752614879265,-0.10816991391414321,-0.7439293975796535,0,1,0,0.018780947490382394,0.015950353091254366,-0.04255324717467068,0.042094902849600935
LBTYA,0.006819484815501287,3.781979925601432e-05,10.384605303717867,0.7465076672467408,-1.5799136983548228,-0.5615293263102596,-2.316056524845786,-23.089474042807808,1,0,0,0.00019014448820464658,0.001919895684619588,-0.1223125870024745,-0.006150433324014659
LDOS,0.004681526738654274,0.0010929498098564674,49.52405399267957,3.466085859832297,-20.849357144108218,-33.16101958345334,-79.45217633520394,-37.34982192558841,1,2,1,0.09778967441908093,0.06002988428134448,-0.01679098943249957,0.0077139978282596555
LEA,0.000604261937449513,0.0025820720000971817,474.93390153298736,67.70778846538282,-0.24744893272333113,-5.781319767091819,-51.830560769809,-7.953186751280558,0,2,1,0.11699446922468093,0.06995313249481594,0.06327541843280993,-0.04307097354358047
LECO,5.3979742471988465e-05,9.219268466137714e-05,0.26559150678764415,0.5635820977657923,-1.3382623164794274,-3.125552174170548,-0.4168719942229502,-2.1121808277532894,0,1,0,0.011714282564248446,0.009877611249142992,0.0035512040444878323,0.0018885248352096262
LEG,0.00014342627421026747,0.00033417580846719155,1.3325589155957773,0.5683348176042059,-13.357478303291659,-2.5606163835560083,-45.6394127985975,-1.1125047363089373,0,1,0,0.017754767893629175,0.015063081384984356,-0.005983545250560995,-0.00522979071292895
LEN,0.0001634992411740058,4.652563828321228e-05,2.3209449531377015,1.0444825257322115,-0.7046854345023783,-0.163318054761876,-8.784900882688872,-9.175866843655742,0,1,0,0.0013552276898001203,0.0011308890501120494,0.025336859038809667,-0.009481226747828475
LFC,0.000808357580168551,0.0003855351644209334,0.9471889113129462,0.37140741204818156,-0.9701725285254339,-15.641924960064404,-9.097962807174298,-69.96956918118092,0,1,0,-0.019426457553015863,-0.015880218205143848,0.027116402116402094,0.011310711909514382
LFL,0.0004955186874357453,0.00041169032794869076,0.4652344021297593,0.14967767880549612,-1.9211368621858083,-1.798573128856927,-15.965063300351474,-4.94384565196988,0,0,1,1.051757791969976e-09,-0.005453090333691235,-0.034970786827563605,-0.023628026352044085
LH,6.736764387230998e-05,9.934540558864191e-05,3.89110780049693,13.206240307603244,-2.2687958983181113,-1.2134825263072009,-8.55078415355682,-14.253361282799988,0,0,0,-1.2351231148954867e-12,-4.440892098500626e-16,0.0037695517594786843,0.015695932145553648
LII,3.063775340540916e-05,0.000185680904656079,32.16751172893921,39.124453065945154,-2.037604184440384,-2.0073761685989475,-113.76793037412331,-21.2210107228243,0,2,2,0.0,0.0,0.005338926310838543,-0.020192977443979743
LKQ,0.0032659894044870666,0.00019927524380417144,7.741246606829679,0.2628540302421068,-102.1403038978005,0.5899002507348681,-250.13967159842878,0.3896300759906557,5,2,1,0.10721441268677778,0.07647490260217515,-0.0054487177740795145,0.056768525361101885
LLL,7.129067018084847e-05,0.0001053030018786242,17.99254297478391,3.123724094503682,-1.5873662762826943,-0.2501828628135936,-22.02953536020888,-0.2763225817224326,0,1,0,0.0067058596683196026,0.005625943231366781,-0.002672349917883121,-0.007333098373039526
LLY,0.0001219415811143299,7.140517985281218e-05,2.1643463097950826,2.9155585867614735,-0.0432998099144275,-2.263134147884795,-1.8413710211001213,-19.469422656961044,0,1,0,-0.005347637737437072,-0.004432660473008054,-0.006301561731724803,0.00615763438419914
LMT,0.0015600652176143552,0.0010903744373125816,1385.3934613837102,281.4480717156332,-61.0049920946048,-111.47377572873305,-756.5603583666884,-397.1824003160498,2,2,0,0.08116251985992862,0.05347921578739023,0.009235867746976156,-0.0019628139456002724
LN,0.00017263328029361462,0.006506361459782356,3.781291836572059,3.1525187676029085,-3.991418829344262,-2.9760629073146143,-97.71271071659994,-0.3634150683452355,0,1,0,-0.011814327397992708,-0.009730315671497292,0.014723588182800285,-0.11332795956371378
LNC,0.0013116128592847165,0.00022880706325161603,8.553391062128155,0.49163685480252556,-6.834860371958639,-4.516970062371324,-10.672741773963915,-1.6180296602708681,0,0,4,-0.009140531179535949,-0.00516270232144278,0.025695237261472936,-0.016941580963864222
LNT,0.0001106202293658761,6.505942892983893e-05,0.07990798443682048,0.06146287908210363,-1.6496197610184509,-1.2454683265935524,-0.2398669858204161,-0.3462882010054622,2,0,0,0.000605763685012084,-0.0006583486878202205,0.002799719959284186,-0.006927799994543404
LOGI,0.0003031230617822868,0.002634434895519533,15.487405706319379,5.886837946918759,-4.529026283145361,-3.7116085107099916,-242.65433561164096,-9.417960939167576,5,1,0,-0.00985043219056303,-0.010719195744442578,0.014096916713565832,0.07675366226002933
LOGM,0.0006061546344454374,0.0002809776630686855,15.866156835775849,1.2584464955102328,-0.15846105242324038,-0.6018989770528937,-1.3994104971214965,0.4317773815728151,0,1,0,0.03958068516486901,0.03434323302828157,0.020751663378215435,0.012877478953878141
LOW,4.934941532397695e-05,2.4610563490648964e-05,0.39620269761710947,0.28816084564521294,-0.7641111025758536,-0.2170224870251214,-0.9360849805386184,-0.9952429789798849,0,1,0,0.008296830172547676,0.006971869644588846,-0.009704220854720336,0.010294580279385235
LPL,0.0006061828656302887,0.005064813550844787,0.05325762462406148,0.3412936304416881,-3.159543735358155,-3.457271398824415,-1.1757742259288113,-0.5590314172113275,4,0,1,0.006561431610742963,0.012374831705995293,0.012345679012345512,-0.060518731988472685
LPT,0.0005661919080718764,1.9270752441302076e-05,1.3725177216040445,0.07549844188999784,-19.931610440642046,-0.5134299673564231,-29.904240334173497,-2.544500053409608,2,2,1,-0.030943114394050286,-0.007828732748383693,0.0027147334649555432,-0.0019560390241545322
LRCX,0.009133557401696095,0.002838504397394382,839.0123816963263,51.78448014170423,-636.4540874888668,-18.379027134395603,-2598.750461901483,-15.640460123922843,0,2,1,0.16033235400931933,0.1094533883591815,-0.0010661247192681467,0.02442379337348366
LUK,0.00012199125998122937,0.00030931327541232773,0.16399344666012142,0.1020167956017151,-0.16150162845300597,-1.5321924047691886,-1.3621826762609572,-0.21944544171299385,0,0,3,7.945135751641352e-05,0.00375455596104457,-0.012057526723357803,-0.018341574321742438
LULU,0.04235091641546033,0.007271312674611307,642.5884084164608,37.15921402242634,-119.15791253598314,-114.90140671546992,-667.8289758297076,-214.22159734364115,2,2,0,0.3817417199248263,0.15167275875619435,0.046159740397620164,0.0
LUV,9.595798548129939e-05,0.00036122424867175116,0.5059552500743514,0.6521633791978665,-2.6896745572163634,-0.7030252798847652,-4.751356000453272,0.05663334647544649,1,1,0,0.013613201507584938,0.0130283547071266,-0.0012035763411277767,0.021720126116657745
LUX,0.000344007162344997,5.6283051201060084e-05,1.8315932025979065,0.15808103478679458,-4.381515493385897,-1.6897254025722477,-7.529221532053212,-1.222659759606914,0,2,3,0.0,0.0,0.016045548931082676,-0.010463121963346866
LVLT,0.000517801980710974,2.1197346391033218e-05,1.36296038625112,0.5848858961886089,-0.8863494148516065,-0.12723204731232896,-0.36012948269324463,-7.369761391273652,3,2,1,-0.01618372874740881,-0.00046193222367629794,-0.024660676089396705,0.0059055283120985624
LVS,0.0007085292670586965,0.00012396120128753985,1.5644820210223744,0.39486975094945476,-4.43586033875989,-3.7516405378207347,-2.412127175881819,-3.4273664102520778,0,1,3,0.009161751616773905,0.005245761946602867,-0.031192075009407016,0.012313972766992087
LW,0.00048488491698451446,7.984314791822273e-05,0.5468656628920673,0.17577622314111377,-2.3278251623700106,0.15609006406015147,-1.243653685168229,-0.0397118306176234,0,0,4,0.0005029661275106623,-0.0032971091210612924,0.0317848150716471,-0.020864898750946326
LYB,0.00029906953042427374,0.000326210687661791,5.21293568493208,1.7626370009718542,-1.101942447337604,0.1252936686478463,-4.464813968245512,0.3757067927063452,0,1,0,-0.01721361882592931,-0.01410193682979155,0.0010992184086180412,-0.03988048408503653
LYG,0.0004128226146800519,0.0023605481388212887,0.12453764528442222,0.057361033077468766,-4.403568372132619,-4.861496223086639,-122.03114151082062,-10.627236434622022,1,0,0,-0.008646389981592839,-0.017623236977127754,0.008241758241758212,0.04857142857142849
LYV,0.0020089607363443325,3.4972952379744414e-05,2.616521232772184,0.3131256065576202,-1.2420227798842016,0.30466768285710344,-1.8285988289052648,-5.137052369504616,0,1,0,0.014412522493527202,0.012186067387296218,0.05820102526607451,0.02323390894819477
M,0.00415073322810478,0.00027402487382016064,3.5514108352303495,0.225295178264917,-0.2773938394952289,-3.6767188084825824,-0.28536322908102507,-3.4849849972308915,4,0,0,0.003865989010737314,0.013504419373601806,-0.164951989026063,0.007513626792567285
MA,0.0028473818444771947,0.0005797073992458998,191.98552983429926,15.699174798135834,-132.94256124069994,-14.453240766675584,-655.0292873885752,-30.03121089245748,2,2,0,0.08301748234963702,0.053629118620880156,-0.0068184009747140895,0.017136020420288167
MAA,6.085677348558789e-05,0.0003678727772378568,5.767140486144707,3.8667437694870883,-1.3293924286201242,-1.8747504787843097,-21.77985941521704,-1.934759850950444,0,0,4,5.36885338409121e-07,-0.0009237268944695121,0.0035554550273169117,-0.01872475590100764
MAC,0.01341838100020162,0.006227820848261382,227.81869872323406,34.996181452106036,-54.53016535953627,-20.082998761800877,-243.554069952171,-28.752557036590556,0,2,0,-0.24045678168053952,-0.12734304776206695,-0.04171364148816237,0.01786838307930405
MAN,0.00010307935103086457,0.00045228606752726556,18.690958274707555,12.800298005532753,-3.4198761460486065,-3.795490230682881,-73.9019201992282,-11.615801786745978,0,1,0,0.015654409404492586,0.013252805950387803,-0.0043503866134883,0.0010605572593467283
MAR,0.0003082064690446837,0.0001546225155248494,5.423437126831049,1.1082958023595546,0.6774108870663048,-0.5921569750718614,0.3965675439401797,-0.2760334513855702,0,2,1,0.06325112479725381,0.03520943057957138,0.06010931147766385,0.026752648831553483
MAS,2.505420585617712e-05,9.03026643570511e-05,1.3111198306054734,3.206526383391409,-1.2776677151374183,-0.7551412125317383,-87.78532817404997,-44.77133062341508,0,1,0,0.010898067444643278,0.00918178667712577,0.00027300764937265853,-0.004336043125417577
MAT,0.003913511897273744,0.0012032270861899164,7.889264041701854,2.095740127129655,-19.41725541349115,-12.172811588847468,-86.08595429753746,-45.849560442933466,0,1,0,-0.06366049550604536,-0.04987532556068586,0.030818767249310097,-0.0031631271198883093
MBLY,7.953482899402807e-06,1.772374573895989e-06,0.0205804871800927,0.04201796002918854,-3.4697750265507468,-1.5264166818497276,-2.028356700986089,-14.62653988475257,0,1,4,0.00358024787331801,0.0002993045625196977,-0.0022653560237113624,-0.0014537231465029388
MBT,0.0017284473090295824,0.000809512357148014,0.5415929209213354,0.025041099135900666,-4.117491253416551,-1.5391235091652677,-17.53992812990462,0.3278559730894558,0,1,0,-0.027429679019187914,-0.02224781542274501,0.017204301075268935,-0.05827937095282154
MCD,0.00017380946462559917,0.0003850213780178967,8.823442483405989,23.41698773823391,-8.332658722239994,-25.66191509884326,-22.292129080156823,-79.76028511825292,3,2,0,0.037602578913571216,0.024292017328354065,0.011148591051346024,-0.003316873747005067
MCHP,0.00041412405550177677,0.0002052621018769842,2.555956356516408,0.46500554260895327,0.0386041953753028,-4.901103820434364,-0.04788153972936282,-1.2706603832087682,0,1,0,0.01061945631773109,0.008944533204650496,0.050365461794019906,-0.013554033094459683
MCK,0.0027134911694971166,0.0015462179320467455,194.7569642427174,24.88421927628059,-10.552185013913043,-10.692803486962777,-42.405997552674215,-9.325341581995435,0,1,0,-0.03498701370407353,-0.02817025172745613,0.05419281977172585,0.031185237037037128
MCO,0.0005651032535179583,4.282111003747518e-05,7.909469988623253,1.4443438026491098,-3.963913576375563,-1.2244747581926845,-3.935240108300394,-4.382214683008003,0,1,1,0.015171990612856234,0.012801048089081224,-0.025958718483628962,0.006606233590243038
MD,0.003344178870281373,0.00015300325795155806,2.7326860462891873,2.5848296459395392,-2.119416865589871,-0.8396381150001622,0.3019790329731443,-7.206323791646122,0,1,0,-0.04829913666348451,-0.03839484299251905,-0.08422968724143631,-0.011862203252157921
MDLZ,0.00032752436051515656,0.0008155774731100227,3.331978335455457,1.6571830956298144,-6.506101881523862,-3.3104013442254088,-36.659031067599535,-3.2287240866727602,0,1,0,0.013587393500166023,0.011478794852584961,-0.008216722367682006,-0.03889246490408527
MDT,3.3009583149718525e-05,0.0006093844391489894,10.331240292174394,6.7365368515978,-0.13169378861783287,-3.177802913703375,-49.09019142529704,-5.908941117335289,4,0,1,-0.0036664486372535166,-0.006710330190169422,-0.012843311349426179,0.03657042474142802
MDU,7.575529738084858e-05,0.00023628694839078135,1.5488781262243456,0.2630672892765946,-1.0175301472167697,-0.6295742068960981,-59.138590087146454,-1.4703738214554178,1,0,0,1.812458408156914e-05,0.0008300677999066863,-0.0022910270221068174,-0.027675276752767486
MELI,0.02262846615730496,9.560248452759651e-05,1812.4668666271505,46.51713465313116,-2.2057643921522234,0.28720055356263663,-3.650736375397843,-5.520479192391299,0,1,1,0.014665306713789406,0.013016788229923026,0.1953440601125931,0.017907427093018846
MET,0.00022661899732885155,8.434512458405057e-05,0.5460797769393297,0.08655258713530634,-1.5755458042633839,-5.963055034487169,-1.3219240247579447,-1.6457520704842068,0,0,3,-5.9164021442348336e-05,0.0005453792411262981,-0.001740754419371493,-0.0066831800576989675
MFC,0.00022606031337929594,1.986031093568801e-05,0.1297949706688726,0.009713547824464817,-1.137016408266669,0.07727560904690156,-2.961102315767738,-0.43726368939616966,1,0,0,-0.0007237679931568763,-0.0060341758303356086,-0.007954602272727374,-0.009029345882017314
MFG,0.005727385868302953,0.0012751551293654349,0.30032667580768546,0.013006552874620145,-254.50230088133307,-28.906939294272508,-967.1583628010968,-21.40363174575725,0,2,1,0.12889637559650113,0.07131215361356436,-0.005376344086021501,0.016260162601626105
MGA,0.002041793778207645,0.001455655122792134,29.247607973723177,3.04610012388969,-3.773431870616383,-19.063162334276285,-38.1342182300921,-23.377483708935884,0,2,1,0.12487015090617581,0.06915509265386621,0.06866026480048482,0.0007228674698793736
MGM,0.0003810177260961515,0.0011620590155240796,0.8537412057409239,1.4950854172350414,-5.028717397512871,-1.34987058326531,-12.957445427423938,-2.5096641094343566,0,1,0,0.020530655312626767,0.017467498650714397,-0.004178752678278608,0.05485516183986361
MHK,9.386218019758957e-05,0.0003707573954157325,44.507803036462214,10.976776528316739,-1.0261722272200382,-2.248798758536485,-17.174747417325765,-0.6920860718015167,1,1,0,0.01015073058141569,0.008723601985607399,0.021268267408387942,-0.027053087216283078
MIC,4.894511982605547e-05,1.0303911485673049e-05,0.44759282311423165,0.826781864461193,-0.17943416258619704,-0.19012535382461726,-0.7315369144741553,-14.003717446578536,0,0,1,1.1488505089474188e-06,-0.0009352461893228359,-0.002328499960696284,-0.003821934062437138
MIDD,0.004049914588007831,0.0013928542041500163,349.3885695420252,34.396937198945956,-12.781576708703044,-17.54917183835355,-61.09803886243821,-22.5458723970657,0,2,1,0.08527576267234127,0.05086491954799244,-0.028763432419000923,0.00222251942135121
MJN,1.6626421198495035e-06,1.3355696063127869e-06,0.003344405243366146,0.1156946980637507,-3.2535296759145504,-11.308937968768035,-0.08381395776690193,-134.22019314971658,2,0,1,-0.0004445458762948329,-0.0004373944699539445,0.001688261152239967,0.0
MKC,2.035020437899554e-05,0.0002212071280583575,8.064692265790393,4.068444120529565,-0.7835091209889993,-8.58175980581762,-70.57869129500031,-16.38553678168847,0,1,0,0.010133602416181109,0.008531119677959387,0.006742457278581471,-0.013110836313071195
MKL,1.5090751644805065e-05,0.00014441231212160375,166.12708360778632,66.10909464596084,0.09695058298619053,-2.2935418731984645,-9.698060675846824,-0.5688609216144749,1,2,2,-0.0068071144985270005,0.006110797272190105,-0.002251065421503884,-0.01565818905091465
MKTX,3.4863861625498016e-05,0.0017893298698688045,4.434121878350894,48.97930113886796,-0.357066429929386,-3.5147849429004037,-3.9617611093343257,-2.636711582593948,0,1,0,-0.0005391087344362999,-0.0004490152106749745,0.009766164634755103,0.025450788907032562
MLCO,0.0019292282994185911,0.001248041217921778,0.3724536627424285,0.783496795312201,-5.288249365642646,-1.3091044336865307,-1.4022918479513358,-2.2996612438217787,0,1,1,0.03516018717827407,0.03029865287777067,-0.04048042704626331,0.06393130076008124
